,name,checkins,location,id,lat,lng
0,Passio Coffee Vietnam,41,"{'city': 'Ho Chi Minh City', 'country': 'Vietnam', 'latitude': 10.7591, 'longitude': 106.6645999, 'street': '440 Nguyễn Chí Thanh, Phường 6, Quận 10', 'zip': '700000'}",105142024251290,10.7591,106.6645999
1,Coffee Phố Hương Thành Phố Hồ Chí Minh,299,"{'city': 'Ho Chi Minh City', 'country': 'Vietnam', 'latitude': 10.754696, 'longitude': 106.6665481}",100549471341440,10.754696,106.6665481
2,Sama coffee,293,"{'city': 'Ho Chi Minh City', 'country': 'Vietnam', 'latitude': 10.75892, 'longitude': 106.66426, 'street': '173 Nguyễn Chí Thanh, phường 12, Quận 5', 'zip': '703000'}",209070719490589,10.75892,106.66426
3,Coffee Thềm Xưa Nguyễn Cảnh Chân Q1,69,"{'city': 'Ho Chi Minh City', 'country': 'Vietnam', 'latitude': 10.754438400269, 'longitude': 106.67111968994}",1623765911195368,10.754438400269,106.67111968994
4,Coffee Bida 68,10,"{'city': 'Ho Chi Minh City', 'country': 'Vietnam', 'latitude': 10.76065, 'longitude': 106.66529, 'street': '66  ĐƯỜNG Ngô Quyền'}",114125302473404,10.76065,106.66529
5,Check In Coffee,5,"{'city': 'Quận 12', 'country': 'Vietnam', 'latitude': 10.75826540458, 'longitude': 106.66448682239, 'street': '311/1D Vườn Lài, phường An Phú Đông'}",103366044776121,10.75826540458,106.66448682239
6,Bida 336,416,"{'city': 'Ho Chi Minh City', 'country': 'Vietnam', 'latitude': 10.75954, 'longitude': 106.6667, 'street': '336 Nguyễn Chí Thanh', 'zip': '084'}",582592282100399,10.75954,106.6667
7,Oval Coffee 68 Đào Duy Từ,1095,"{'city': 'Ho Chi Minh City', 'country': 'Vietnam', 'latitude': 10.760285717121, 'longitude': 106.66632697288, 'street': '68 đào duy từ p5 q10'}",466298203476956,10.760285717121,106.66632697288
